run_time_utc,symbol,strategy,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_macd_line(C,12,26)","Exit_macd_line(C,12,26)","Entry_macd_sign…(C,12,26,9)","Exit_macd_sign…(C,12,26,9)"
2026-06-15T19:32:36.638170+00:00,SPY,macd,22,719,742,433.135,456.91,,,483.8880200000008,39.16198,0.05078072656331176,2023-11-03 04:00:00+00:00,2023-12-07 05:00:00+00:00,34 days 01:00:00,,-2.375216874534601,5.981606899640894,-3.874792678351456,6.246179626743409
2026-06-15T19:32:36.638170+00:00,SPY,macd,21,746,758,464.45,472.15,,,122.36279999999977,39.337199999999996,0.012545591559909537,2023-12-13 05:00:00+00:00,2024-01-02 05:00:00+00:00,20 days 00:00:00,,6.811659167904736,6.717669440760233,6.309336890268805,7.196565483677167
2026-06-15T19:32:36.638170+00:00,SPY,macd,21,772,791,484.02,497.735,,,246.78129000000067,41.23371,0.024278934754762317,2024-01-23 05:00:00+00:00,2024-02-20 05:00:00+00:00,28 days 00:00:00,,4.839153089022886,5.948342046717698,4.51647824739797,6.3520550734451415
2026-06-15T19:32:36.638170+00:00,SPY,macd,20,795,802,508.29,510.64,,,6.2427999999993204,40.7572,0.0006140982509983657,2024-02-26 05:00:00+00:00,2024-03-06 05:00:00+00:00,9 days 00:00:00,,6.367672783202238,6.137556021872058,6.233357681013242,6.341014618221506
2026-06-15T19:32:36.638170+00:00,SPY,macd,20,804,805,515.51,510.395,,,-143.3362000000002,41.03620000000001,-0.013902368528253634,2024-03-08 05:00:00+00:00,2024-03-11 04:00:00+00:00,2 days 23:00:00,,6.189872471468732,5.949657601108015,6.3137603498912975,6.240939800134641
2026-06-15T19:32:36.638170+00:00,SPY,macd,19,814,817,522.14,521.72,,,-47.64667999999922,39.66668,-0.004802773202589283,2024-03-22 04:00:00+00:00,2024-03-27 04:00:00+00:00,5 days 00:00:00,,5.758479613700786,5.514476906227287,5.653311396598974,5.58758694052586
2026-06-15T19:32:36.638170+00:00,SPY,macd,19,844,862,513.775,523.63,,,147.82361000000034,39.42139,0.015143185246460045,2024-05-06 04:00:00+00:00,2024-05-31 04:00:00+00:00,25 days 00:00:00,,-0.7473855788002766,4.023341932339804,-1.8651911314239191,4.501548317663837
2026-06-15T19:32:36.638170+00:00,SPY,macd,19,867,880,533.3,545.55,,,191.7537,40.9963,0.018924245265329043,2024-06-07 04:00:00+00:00,2024-06-27 04:00:00+00:00,20 days 00:00:00,,4.444773241150983,5.804178555664748,4.289193455950068,5.961562726372271
2026-06-15T19:32:36.638170+00:00,SPY,macd,19,886,895,555.35,552.375,,,-98.61855000000043,42.09355,-0.009346268119204134,2024-07-08 04:00:00+00:00,2024-07-19 04:00:00+00:00,11 days 00:00:00,,6.023009497675844,5.023897649026935,5.713901544641757,6.187246931961583
2026-06-15T19:32:36.638170+00:00,SPY,macd,19,914,928,549.76,551.0,,,-18.268879999999825,41.82888,-0.0017489813736903713,2024-08-15 04:00:00+00:00,2024-09-05 04:00:00+00:00,21 days 00:00:00,,-1.6034615911773926,2.944025509396738,-3.2152427572218696,3.6844492690655475
2026-06-15T19:32:36.638170+00:00,SPY,macd,18,935,949,561.79,572.35,,,149.25096000000107,40.82904,0.014759465280620939,2024-09-16 04:00:00+00:00,2024-10-04 04:00:00+00:00,18 days 00:00:00,,2.677816802330426,4.758428625298734,2.1551719488569123,4.920625049146047
2026-06-15T19:32:36.638170+00:00,SPY,macd,18,954,963,575.955,580.02,,,31.554899999998938,41.6151,0.0030437273745342885,2024-10-11 04:00:00+00:00,2024-10-24 04:00:00+00:00,13 days 00:00:00,,5.0848876671600465,4.864883675020337,4.795944856971111,5.429239278668005
2026-06-15T19:32:36.638170+00:00,SPY,macd,17,974,981,596.26,584.74,,,-235.9939999999997,40.154,-0.023281789823231452,2024-11-08 05:00:00+00:00,2024-11-19 05:00:00+00:00,11 days 00:00:00,,4.536602904044003,4.567268479293375,3.164022773910374,4.828269331290929
2026-06-15T19:32:36.638170+00:00,SPY,macd,17,986,996,598.815,605.77,,,77.27910999999875,40.955890000000004,0.007591376301528781,2024-11-26 05:00:00+00:00,2024-12-11 05:00:00+00:00,15 days 00:00:00,,5.013424930745714,5.790886368052838,4.700741778198224,5.809392993714756
2026-06-15T19:32:36.638170+00:00,SPY,macd,17,1021,1044,600.79,602.015,,,-20.070369999999613,40.89537,-0.0019650959569899222,2025-01-21 05:00:00+00:00,2025-02-24 05:00:00+00:00,34 days 00:00:00,,-0.3257880702340117,1.8736045433738582,-1.656880986362857,2.777355519581661
2026-06-15T19:32:36.638170+00:00,SPY,macd,18,1064,1073,570.76,523.64,,,-887.5584000000001,39.3984,-0.08639147802929434,2025-03-24 04:00:00+00:00,2025-04-04 04:00:00+00:00,11 days 00:00:00,,-7.8989444559719,-11.711731802500253,-8.977187388215926,-8.08247964764877
2026-06-15T19:32:36.638170+00:00,SPY,macd,18,1081,1084,531.645,520.18,,,-244.23570000000058,37.865700000000004,-0.02552201186882229,2025-04-16 04:00:00+00:00,2025-04-22 04:00:00+00:00,6 days 00:00:00,,-12.190794945751577,-11.999240506577166,-12.796023097643468,-12.507298277514925
2026-06-15T19:32:36.638170+00:00,SPY,macd,17,1085,1110,540.45,593.1,,,856.5092999999996,38.5407,0.09322398001665268,2025-04-23 04:00:00+00:00,2025-05-29 04:00:00+00:00,36 days 00:00:00,,-10.688710147092252,9.500717490523584,-12.143580651430392,9.649155073876356
2026-06-15T19:32:36.638170+00:00,SPY,macd,16,1131,1142,617.4,623.71,,,61.24448000000095,39.71552,0.0061998380304502795,2025-06-30 04:00:00+00:00,2025-07-16 04:00:00+00:00,16 days 00:00:00,,8.084422670927324,8.2675934027003,7.397428941749167,8.738882953019743
2026-06-15T19:32:36.638170+00:00,SPY,macd,16,1150,1152,637.465,636.0,,,-64.1908800000005,40.75088,-0.006293569058693417,2025-07-28 04:00:00+00:00,2025-07-30 04:00:00+00:00,2 days 00:00:00,,8.345845450930028,7.847504838522013,8.260662029897794,8.160294235283239
2026-06-15T19:32:36.638170+00:00,SPY,macd,15,1163,1167,642.805,639.39,,,-89.69084999999946,38.46585,-0.009302027831146288,2025-08-14 04:00:00+00:00,2025-08-20 04:00:00+00:00,6 days 00:00:00,,6.143243642226707,5.273792652945872,5.732299973674893,5.753038716974606
2026-06-15T19:32:36.638170+00:00,SPY,macd,15,1174,1175,647.455,637.5,,,-187.87365000000062,38.54865,-0.019344834776162098,2025-08-29 04:00:00+00:00,2025-09-02 04:00:00+00:00,4 days 00:00:00,,4.951972060222829,4.3714644383386485,5.093287272482515,4.948922705653742
2026-06-15T19:32:36.638170+00:00,SPY,macd,15,1182,1193,654.25,659.505,,,39.41234999999993,39.41265,0.004016033626289614,2025-09-11 04:00:00+00:00,2025-09-26 04:00:00+00:00,15 days 00:00:00,,5.118596311007877,5.730682972120121,4.652238709530807,6.126284002950235
2026-06-15T19:32:36.638170+00:00,SPY,macd,14,1198,1203,670.005,672.145,,,-7.620200000000189,37.5802,-0.0008123819971492478,2025-10-03 04:00:00+00:00,2025-10-10 04:00:00+00:00,7 days 00:00:00,,6.044622479301893,4.452098023138433,5.978896117892402,5.731684215956319
2026-06-15T19:32:36.638170+00:00,SPY,macd,14,1214,1222,682.72,676.535,,,-124.64914000000083,38.05914,-0.013041232130302362,2025-10-27 04:00:00+00:00,2025-11-06 05:00:00+00:00,10 days 01:00:00,,4.802627022367005,4.13895296028943,3.745553190361255,5.116488268298456
2026-06-15T19:32:36.638170+00:00,SPY,macd,14,1238,1250,678.825,679.77,,,-24.810660000000894,38.04066,-0.0026106728538283315,2025-12-01 05:00:00+00:00,2025-12-17 05:00:00+00:00,16 days 00:00:00,,1.2065299092181476,1.9088858402619735,0.0729971667125083,2.8861657508581526
2026-06-15T19:32:36.638170+00:00,SPY,macd,14,1256,1260,690.555,685.51,,,-109.15981999999943,38.52982,-0.011291106428886859,2025-12-26 05:00:00+00:00,2026-01-02 05:00:00+00:00,7 days 00:00:00,,3.143362116704566,2.389393102085137,2.510625714831111,2.671191870948256
2026-06-15T19:32:36.638170+00:00,SPY,macd,14,1263,1272,692.185,679.35,,,-218.09297999999893,38.40298,-0.022505645167115673,2026-01-07 05:00:00+00:00,2026-01-21 05:00:00+00:00,14 days 00:00:00,,2.941162100502538,1.6080172293271744,2.7307900746217144,2.740374848268574
2026-06-15T19:32:36.638170+00:00,SPY,macd,13,1278,1282,696.345,690.29,,,-114.76751000000083,36.05251,-0.012678011617804467,2026-01-29 05:00:00+00:00,2026-02-04 05:00:00+00:00,6 days 00:00:00,,2.495809587173426,1.5077668107520594,2.290712471739697,2.13610703853744
2026-06-15T19:32:36.638170+00:00,SPY,macd,13,1297,1301,693.12,681.69,,,-184.33505999999934,35.74506,-0.020457669667590005,2026-02-26 05:00:00+00:00,2026-03-04 05:00:00+00:00,6 days 00:00:00,,-0.03980045206583327,-0.8206615238683526,-0.29840253816497875,-0.46099588471275665
2026-06-15T19:32:36.638170+00:00,SPY,macd,14,1323,1354,655.9,734.79,,,1065.5206799999999,38.93932,0.11603692636072571,2026-04-06 04:00:00+00:00,2026-05-19 04:00:00+00:00,43 days 00:00:00,,-7.608474309566645,13.20515536912933,-8.736772441407407,14.050491685446074
