run_time_utc,symbol,strategy,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_sma(C,50)","Exit_sma(C,50)","Entry_sma(C,200)","Exit_sma(C,200)","Entry_rsi(C,14)","Exit_rsi(C,14)"
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,5,684,685,447.245,443.04,414.368,540.4799999999999,-29.92784999999992,8.90285,-0.013383201600912172,2023-09-15 04:00:00+00:00,2023-09-18 04:00:00+00:00,3 days 00:00:00,,447.3372,447.4394,417.251225,417.49275,46.32801053041192,46.81059256912035
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,5,720,781,435.48,493.69,399.9424,521.664,281.7582999999999,9.291699999999999,0.12940125838155586,2023-11-06 05:00:00+00:00,2024-02-05 05:00:00+00:00,91 days 00:00:00,,433.5938,472.2077,423.94495,443.5089,59.04453771109387,65.69043520109787
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,5,782,830,493.52,504.81,453.15060000000005,591.066,46.4667000000001,9.9833,0.018830726211703674,2024-02-06 05:00:00+00:00,2024-04-16 04:00:00+00:00,69 days 23:00:00,,472.9875,510.24660000000006,443.919675,465.38817500000005,66.95770740615716,37.87033562284138
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,4,845,899,517.55,541.32,475.2168,619.848,86.60904000000038,8.47096,0.04183607380929398,2024-05-07 04:00:00+00:00,2024-07-25 04:00:00+00:00,79 days 00:00:00,,511.9561,541.8934,469.78780000000006,496.205075,58.93398427397584,39.36909320411455
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,4,904,905,552.59,535.75,506.34040000000005,660.444,-76.06672000000013,8.70672,-0.03441372446117385,2024-08-01 04:00:00+00:00,2024-08-02 04:00:00+00:00,1 days 00:00:00,,543.5596,543.5912000000001,498.98722499999997,499.47162499999996,46.04598094500234,38.656219190077124
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,4,915,930,551.36,544.68,508.73240000000004,663.564,-35.48832000000026,8.76832,-0.01609126523505527,2024-08-16 04:00:00+00:00,2024-09-09 04:00:00+00:00,24 days 00:00:00,,544.9094,549.0128,505.13740000000007,513.9094249999999,59.51841093390337,46.81027610183678
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,4,933,969,555.085,571.26,509.89160000000004,665.076,55.68923999999981,9.010760000000001,0.025081401947449358,2024-09-12 04:00:00+00:00,2024-11-01 04:00:00+00:00,50 days 00:00:00,,549.4882,568.6696,515.401975,534.5026750000001,56.99720993410467,44.87849532769591
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,4,972,1002,589.22,591.355,530.5548000000001,692.028,-0.9046000000000376,9.444600000000001,-0.00038381249787851693,2024-11-06 05:00:00+00:00,2024-12-19 05:00:00+00:00,43 days 00:00:00,,569.7305,591.0522,535.9363250000001,550.90225,64.60264215655394,37.513077282407465
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,4,1006,1009,599.465,589.99,553.0488,721.3679999999999,-47.415640000000096,9.515640000000001,-0.019774148615849207,2024-12-26 05:00:00+00:00,2024-12-31 05:00:00+00:00,5 days 00:00:00,,592.2975,592.6999000000001,552.539375,553.6826249999999,54.44646873680314,40.94403066615197
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,4,1013,1014,597.435,588.68,547.7864,714.5039999999999,-44.50891999999998,9.48892,-0.018625005230694495,2025-01-07 05:00:00+00:00,2025-01-08 05:00:00+00:00,1 days 00:00:00,,593.4277,593.6343,555.129725,555.469425,45.072050336356064,45.68042725189191
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,4,1021,1045,600.79,597.13,549.8288,717.168,-24.22335999999987,9.583359999999999,-0.010079794936666652,2025-01-21 05:00:00+00:00,2025-02-25 05:00:00+00:00,35 days 00:00:00,,595.6485,598.7270000000001,557.88765,569.41265,59.23842557284751,41.508528021116064
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,4,1136,1197,621.29,670.455,571.3108000000001,745.188,186.32604000000032,10.333960000000001,0.07497547039224842,2025-07-08 04:00:00+00:00,2025-10-02 04:00:00+00:00,86 days 00:00:00,,590.3426,647.3185,583.175725,601.01635,67.1744624263775,68.96367242923245
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,3,1198,1204,670.005,660.695,615.618,802.9799999999999,-35.91419999999984,7.9842,-0.01786762785352335,2025-10-03 04:00:00+00:00,2025-10-13 04:00:00+00:00,10 days 00:00:00,,648.0129000000001,652.0906,601.3411,603.52975,69.02066835368666,52.22228503412724
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,3,1205,1230,657.17,661.925,610.0198,795.678,6.350429999999987,7.914569999999999,0.0032210995632789,2025-10-14 04:00:00+00:00,2025-11-18 05:00:00+00:00,35 days 01:00:00,,652.7143,668.9933,603.8353249999999,613.744975,51.41531434197528,39.13194608821498
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,3,1236,1251,677.625,677.59,621.0,810.0,-8.236289999999904,8.13129,-0.004051547684928935,2025-11-26 05:00:00+00:00,2025-12-18 05:00:00+00:00,22 days 00:00:00,,669.9974000000001,674.8953,615.61845,621.9469250000001,56.81102679525255,48.70318466862308
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,3,1253,1272,683.925,679.35,626.0784,816.6239999999999,-21.904649999999794,8.179649999999999,-0.010675951310450616,2025-12-22 05:00:00+00:00,2026-01-21 05:00:00+00:00,30 days 00:00:00,,675.7106,681.4083999999999,623.030625,635.076675,56.1465367098636,49.06153587523769
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,3,1274,1284,688.1,681.435,633.8432,826.7520000000001,-28.212210000000233,8.217210000000001,-0.013666719953495289,2026-01-23 05:00:00+00:00,2026-02-06 05:00:00+00:00,14 days 00:00:00,,681.927,686.5139999999999,636.915575,645.119275,52.79445498735464,52.00324721909776
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,3,1285,1289,689.47,681.695,635.4624,828.864,-31.551989999999932,8.22699,-0.015254224259213578,2026-02-09 05:00:00+00:00,2026-02-13 05:00:00+00:00,4 days 00:00:00,,686.8939999999999,687.3344999999999,645.912825,648.635675,54.63428000960575,43.72986204280418
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,3,1294,1295,687.805,681.52,634.2848000000001,827.3280000000001,-27.070949999999904,8.21595,-0.013119488808601204,2026-02-23 05:00:00+00:00,2026-02-24 05:00:00+00:00,1 days 00:00:00,,687.4275,687.4231,651.7557,652.3866,45.32124112866438,50.12209792055026
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,3,1297,1299,693.12,678.73,637.652,831.72,-51.40109999999996,8.231100000000001,-0.02471967336103413,2026-02-26 05:00:00+00:00,2026-03-02 05:00:00+00:00,4 days 00:00:00,,687.6525,687.9112,653.65315,654.66725,51.430995892307436,48.764737531782
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,3,1326,1370,674.98,728.8,621.9200000000001,811.1999999999999,153.0373199999998,8.42268,0.07557622448072526,2026-04-09 04:00:00+00:00,2026-06-11 04:00:00+00:00,63 days 00:00:00,,674.5813,721.0228999999999,663.9854500000001,685.7925249999998,60.3242641759354,50.257156057847055
2026-06-15T20:27:02.320399+00:00,SPY,trend_rsi,3,1371,1372,740.74,751.8,678.6564,885.204,24.224759999999836,8.95524,0.010901152901152868,2026-06-12 04:00:00+00:00,2026-06-15 04:00:00+00:00,3 days 00:00:00,,722.7527,724.7325,686.2750749999999,686.815775,52.937612081019125,60.44388196297272
